,Tweet,Emotion
1435,", euforic după succesul din Gruia . ” Echipa a făcut diferența ! ” Ce spune despre un posibil transfer",Bucurie
1436,", Alarma ! Nici n- au intrat bine sexo-marxistii in Primaria de la 1 , si deja ii invita pe bucuresteni la procreere pe promenada verde din Sectorul 1 . 🤣 🤣 🤣 Alo ! Mi'aitza Neamtul ... Adi Papa lu ' Hagi ... ce paziti , mah ?   ✝ ️ DuamneleApareSiPlezneste 🛐",Frica
1437,De spaima au început să golească rafturile marilor magazine   -    ȘtirileZilei,Frica
1438,Cheeseburger -ul a fost prea bun încât sa mai stau la poze 😅,Bucurie
1439,"  Și totuși e pe ordinea de zi în parlament în acest moment . Vor face pași mari în acest sens , asta e clar .",Neutru
1440,"Cele mai bogate 3 femei din Parlament : 21 de terenuri , 23 case , sute de mii de euro în conturi   eveniment euro casa bijuterii teren mașină declaratie de avere locuinta",Neutru
1441,"Bună dimineața , ! Multă sănătate !   Începem săptămâna cu un zâmbet și tot zâmbind ne luăm rămas bun de la vară și de la luna august , bucurându -ne de toamnă și de bunătățile pe care ni le oferă cu generozitate ... Vremurile …",Bucurie
1442,"Șase din județul Constanța , cercetați pentru contrabandăÎn perioada 5-6 aprilie a.c. , Secției Regionale de Poliție Transporturi",Neutru
1443,"  Cind joci acasa in finala e bine sa joci ofensiv , sa sufoci adversaru . o parut a fi pe teren neutru",Neutru
1444,", mulțumiți de ajutorul de la stat : anume acești bani i- au ajutat să îndeplinească lucrările de toamnă la nivelul cuvenit -  ",Bucurie
1445,Tara cu sistem public inspaimantator de inapoiat : cazul vaccinarii de la Gaesti,Frica
1446,Vremea postului este vesela,Bucurie
1447,"   Auzeam ca lumea spala cu lichid de spalat vase . Eu ma cruceam speriata . In ce hal poti zapaci umanitatea , cat de usor ... Doamne , speram sa scapam cat mai repede si sa nu mai trecem prin asta vreodata !",Frica
1448,numumuj nu pot cred ca plang ai de lula mea,Tristete
1449,"  Bună . Cred că eşti cea mai frumoasă fată pe care am văzut -o vreodată!Şi mie îmi place muzica ta!Superwoman este cântecul meu preferat . Mi -ar plăcea să te văd în concert!Multă dragoste din Texas , SUAsf . 10084 ; 12853 ; 12815550 ; N",Bucurie
1450,Trist puiuț,Tristete
1451,Seara frumoasa și liniștită .,Bucurie
1452,"stă în zâmbet . Copilul din mine mă urmărește la orice pas . Chiar și cu barba de azi ... tot am rămas . Te iubesc . Da , pe tine ...   ❤ ❤ ❤",Bucurie
1453,"   binecuvântat plin de lumina și sănătate , adevărat a înviat !",Bucurie
1454,Va rog domnule sa ii cereți sa vă ia un interviu că este cam singurul jurnalist din tara asta și este neutru fara echivoc . Multumesc,Neutru
1455,"Atunci când ne înconjurăm de    pozitivi și gânduri bune , Viața începe să se schimbe       în direcție pozitivă . O zi frumoasă şi     multe bucurii      Va doresc . 💥 Bună dimineața tuturor ! ☕ ☕ ☕",Bucurie
1456,Mesajul lui   pentru de BMW !,Neutru
1457,", despre Italia și COVID-19 : E foarte grav , un dezastru ! Ce l- a indignat pe Briliant stire   digisport 2review",Furie
1458,ăștia au purtat burți false de însărcinate ca să vadă prin ce trec ele la muncă   politicaexterna,Neutru
1459,n- am prins toata petrecerea si sunt trista acum,Tristete
1460,"  Fără glumă , am fost spre/de la mare săptămâna asta . E cam jale prin Baragan . Zonele irigate sunt relativ puține și ies în evidență . . Restul e de o uscăciune galbenă dezolanta .",Tristete
1461,am apasat eu gresit butoanele ... iarta -ma,Tristete
1462,"  asa i romanul , dar si cand oi da de aia buni , sa vezi ce bucuros o sa fii :))",Bucurie
1463,"Mie mi se pare o minune ca pe Twitter nu sunt asa de multi idioti ca pe FB . Eu nu am alta explicatie decat aceea ca idiotilor le place sa scrie mult , iar Twitter pune piedici la tipul asta de pornire . Alte pareri ?",Furie
1464,Gasiti -va o fata care va intelege asa cum sunteti si voi sa o iubiti pe ea la fel credeti -ma pe mine aceasta este calea spre fericire 🙏 🙏 🙏 🙏 🙏 🙏 🙏,Bucurie
1465,gen e jalnic Romania e o tara frumoasa o parte din o strica,Tristete
1466,chinezi trag un semnal de alarmă ! Pandemia de coronavirus este doar   începutul,Frica
1467,Sună -mă când te simți doborâtă .   Ca să iti reamintesc că o capodoperă . ☺ ️,Tristete
1468,"pregătește unele excepții de la obligativitatea purtării în aer liber . Nu mă iluzionez că a citit postarea mea de ieri ; sînt bucuros să văd că și alții , din afara bulei mele , gîndesc un pic ca mine . cu orice preț vor intra în panică : dacă",Bucurie
1469,"Stăteam așa și mă gândeam : cred că ultima oară când România a fost la Mondiale , în Europa nu existau atâtea țări câte s- au calificat la Europeanul ăsta 🤔",Neutru
1470,"O bunatate , amintire din timpul copilariei !  ",Bucurie
1471,Știu că nu trebuie să judecăm viața lui personală .   și puneți pozitiv în acest circ media .. aduceți alune !,Bucurie
1472,"  rog frumos să mă ajutați să vină VIU acasă Roznov Neamț România adevăratul frate Auratei Nicușor REVOLUȚIONAR nevinovat MALAYSIA dispărut în urmă cu 11ani NEVINOVAT RAPIT , s -a făcut o copie MASCĂ FACIALĂ după el , ESTE chinuit , rog să",Tristete
1473,"  Am înțeles că vom da .. ! ! Asta fac guvernele României , mai ales cele susținute de PPE BRUXELLESS NEOLIBERAL din totdeauna . Din nefericire , din România se scurg bani cu nemiluita și datoria externă este de aproape 100 de miliarde euro",Tristete
1474,"Marțea e promisă -n stropi , dar avem și mândrul soare , fie orele ce vin , productive pe tarlale , să ne fie toată ziua , cu un zâmbet , fie zece , fără stres să treacă toate , cu un ceai și apă rece . 🙃 ☀ ☀ ☀ 🌂 Neața Neațaa Neațaaa . 🍀 . rimazilei inspiratie alergaceala",Bucurie
1475,Vreau o amarata de husa de 20 de lei dar mă costă 15 lei transportul 😭 😭 😭 😭 😭 😭 😶,Tristete
1476,"  Știu , dar mi se pare super funny în contextul ăsta",Bucurie
1477,"  Nu cred ca scrie undeva ca e imterzis sa ma uit . Nu citesc pt nimeni . Doar intreb : chiar nu v ati saturat sa fiti romani . Circ pe paine . Unde sunt doi unul trebuie sa fie sef , ne legam de oricine , sunteti cei mai smecheri dar ne",Tristete
1478,"Mai colorate hainutele , mai fericit   credeti   bright colour happy kids hainute colorate baieti vara",Bucurie
1479,"Acord important astăzi prin deblocarea viitorului buget al Uniunii Europene și a pachetului de relansare economică . România este pregătită să folosească aceste fonduri pentru reforme și investiții în sectoare cheie , în beneficiul tuturor românilor . EUCO",Neutru
1480,este furios după ce a citit textul lui CTP care s- a răspândit în mediul online . Ce a spus tenismenul :,Furie
1481,"  Credeam ca macar in Bucuresti e centura completa :o   Nu am condus niciodata pe acolo , cand am fost , nu am fost cu masina . Mi- ar fi frica . Ultima data cand am fost era sa fiu calcat de 2 ori pe trecerea de , chiar daca treceam pe verde �",Frica
1482,Peste tot cam asta a ieşit la studii . Cam nasol .,Tristete
1483,Se Legitimeaza Un Sistem De Supraveghere Inspaimantator - Stiinta Tiraniei   prin,Frica
1484,"  Daca e sa am un regret din liceu e ca nu mi am ocupat timpul petrecut pe bio chimie istorie etc pe lucruri folositoare , nu neapărat privind facultatea , dar traiesti si inveti presupun :))",Tristete
1485,"   Ah , ok . Văzusem scris digi acolo .",Neutru
1486,"După ce i- a luat în derâdere pe parlamentarii AUR , spunând că nu sunt conştienţi adesea unde se află şi că mănâncă în sala de plen , îl acuză pe acesta că „ bea în Parlament ” :  ",Neutru
1487,Neața oameni ! 😀 O zi distractiva azi ! 😘 🤗,Bucurie
1488,"  sa fie intotdeauna sanatoasa , voioasa , fericita!La multi ani ! 🎂 🎉 🎈 🎈 🎈",Bucurie
1489,"Alianța pentru Unirea Românilor a demarat procedurile de contestare la Curtea de Apel a restricțiilor impuse de Guvern pe parcursul stării de alertă .   Carantina națională , închiderea școlilor și susținerea orelor online , -ul pentru , mascat",Neutru
1490,.. Era ocazia unica ... Macar de 1 Mai sa reusesc sa gasesc o poza buna ! !   Ha ! ! Ha ! ! Ha ! ! Deci voios sunt .. Acasa sunt .. Cafea e ... suntem .. Hai sa palavragim la o,Bucurie
1491,Omg tu la usa mea ce poate fi mai oribil de atat tremur,Frica
1492,"Ai un zambet mare , cred ca are un kilometru",Bucurie
1493,mf of course   bagam amandoua muzica la maxim . tu ulri dupa jocul tau iar eu urlu ca nu -mi iese nush ce chestie de a mea,Neutru
1494,"  e , într- un ciudat cromatism , cu momente de vârf sau de efort pe care observatorul extern nu poate decât să le ‘ traducă ’ în termeni de muncă , izbucnind intens și rar . E adevărat că întotdeauna s- a spus despre negri : ‘ Nu mun",Furie
1495,", cea mare a lui , a vorbit , joi , la Sinteza zilei , despre modul în care s- au desfășurat priveghiul și înmormântarea în cazul îndrăgitei artiste de muzică lăutărească .   ",Neutru
1496,"Gruparea terorista ISIS a revendicat atacul terorist din centrul Vienei , soldat cu 4 morti si 22 de raniti",Frica
1497,... și timidă întorc fața spre viitorul care de- acum începe cu șase . 60 de ani .,Frica
1498,"o persoana depresiva , ca nici voi nu stiti daca e adevarat sau nu , sunteti doar creduli 😽",Tristete
1499,"  Asta cu “ greu isi vor mai reveni ” e intr- un fel ... m -am plictisit de cate ori am auzit ca Apple are probleme . Ma rog , vom vedea . Cat despre noul iPhone -ul mai ieftin , se stia demult ca   il vor lansa . Nu e ca si cum au facut -o din disperare :)",Neutru
1500,"Ciolacu , despre cele două jurnaliste furate la sediul PSD : Chiar m- am enervat",Furie
1501,SEARĂ cu VEȘTI FOARTE PROASTE ! Numărul celor infestați crește ALARMANT,Frica
1502,Si 💖 eu o sa ma bag la culcare curând . TE IUBESC CARA,Bucurie
1503,"Imaginea săptămânii . NASA a realizat un “ portret ” 3D al surselor , răspândirii şi dinamicii în atmosfera terestră",Neutru
1504,nu îmi mai merg căştile din nou şi m- am enervat atât de rău încât le- am spart ... gen am sparta casca,Furie
1505,NASA care ar putea revoluționa explorarea altor planete din sistemul solar - Playtech,Neutru
1506,"   Aia cu faptele din trecut ma enerveaza maxim . Ok , strabunicii au facut comert de sclavi sau au pornit WW2 . Alea erau vremurile ! Dar nu eu . Nici familia mea . Imi pare rau , a fost nasol dar nu ma scoate vinovat pt ca nu am ales eu sa",Furie
1507,"O veselie la vreme de pandemie . mi- a luat un interviu despre cum a fost în Piața Universității pentru proiectul lui și mi- am amintit de tinereți , de entuziasme și de un sentiment al comunității pe care îl tot caut de 30 de ani .",Bucurie
1508,Lasă domi ca ti sta super fain,Bucurie
1509,Tragedie la Hunedoara ! Un de 13 ani a murit după ce a condus maşina său . a intrat cu maşina într- un   copac,Tristete
1510,"Doliu în PSD . Un a murit , după un accident groaznic",Frica
1511,", va fi intimidat , terorizat si va avea soarta lui ? PANA CAND ? , audiat",Frica
1512,"Din albul fulgilor de nea ,   prin   Primăvara să îţi aduca un martisor de sanatate ,   un ghiocel de noroc , o adiere calda de fericire , un norisor de iubire si un soare stralucitor asemeni sufletului tau .   La multi ani scumpa mea sotie MARGARETA   !",Bucurie
1513,Desfătare a simțurilor ...,Bucurie
1514,Vrei sa aplici pentru un job de restaurant europa ? Sunt 6 job -uri publicate !,Neutru
1515,nu am facut multe chestii am avut doar cateva momente de genul care si pe mine m- au socat si speriat sunt inca un bebe jur,Frica
1516,"  cristina , încântată ! !",Bucurie
1517,"  Din nefericire nu esti singurul terfelit si batjocurit in perioda asta daca nu erai unul dintre fericitii covizi ! In ultimele luni s'a intamplat o tragedie prin spitalele din Romania , dar pe aia de nu au fost afectati direct , ii doare in cur",Tristete
1518,"  Nu stiu , ce se va intampla . Am 3 , deci e cu multe variabile . Pana acum i- am tinut in casa , mai o tema , mai un joc , un film . Dar de toamna mi- e groaza .",Frica
1519,"Semnal de alarmă tras de , după un nou studiu : de COVID asimptomatici pot fi , de fapt , presimptomatici . Ce s- a greșit în cercetările anterioare   news stiri romania",Frica
1520,E un foarte bun si il apreciez mai mult in rolurile unde nu e aşa de drăguţ .   Este insa foarte draguţ 😄,Bucurie
1521,Panică globală : Cine și de ce a creat -o și ce va fi de acum încolo !,Frica
1522,"  Sa ne explice si noua ce anume a facut ea ca MEP , la ce initiative legislative a luat parte , a propus sau a facut lobby . Singura experienta este de ' fata lu ' tati ' si exprimari nefericite .",Furie
1523,lmao ce se bucura când pleaca la ea acasă ✋ 🏻,Bucurie
1524,O nouă zi de nervi spre Rânca . : „ Ceva de groază . Nu mai vin   aici ! ”,Frica
1525,"Scanau sistemul de alarmă și furau din diferite mașini , parcate lângă piețe și centre comerciale . Trei , unul cercetat în dosarul „ Borman ” , reținuți",Frica
1526,"   Ti- am raspuns!Înțelegem diferit lucrurile ! Iar comparația este una prostească . Ceea ce ni se întâmplă acum este cu atat mai grav cu cât este pe timp de pace!Si avem tot dr să ne plângem că , după sărb Paștilor , ne e compro",Furie
1527,la ce au fost nominalizați ? am ratata fix partea aia ma fut in ea de școală și în el de grammy,Furie
1528,"Nici la vârsta mea considerabilă nu știu să interacționez eficient cu oamenii colerici . Ba rămân calmă și mă închid în mine , ba izbucnesc și eu ( mai rar , când sunt chiar plină ) . Oricum , urăsc când oamenii se enervează din orice rahat , urăsc conflictele , am oroare de isterici .",Furie
1529,Articol nou : Forbes a anunțat cine este cel mai valoros club de fotbal din lume   - stiri stiripeweb noutati,Neutru
1530,Crește alarmant numărul infectate la Sighet - Numărul a ajuns la 11 coronavirus covid19 spitalsighet,Frica
1531,"  Aia a fost probabil sperietura de început , când nimeni nu știa ce naibii se întâmplă și toți erau înnebuniți de frică . Acum , ne- am obișnuit deja cu noua realitate .",Frica
1532,sunt bucuroasa sa vad pe cineva din ro ♡,Bucurie
1533,"Și aștept mâine din partea domnului Bănescu , ( acum observ ca are și un nume predestinat ) reacția indignată și însoțită de ceva afurisenii la adresa CTP . Bănuiesc că de capetele în gură nu așteaptă să se ocupe tot cultele ! 😈 😈",Furie
1534,", înainte de votul moțiunii de cenzură : ” Dacă , până ieri , înainte de ședința de Guvern , eram îngrijorat ca fiecare român de ceea ce se întâmplă . După ședința de Guvern și după discursul de azi chiar sunt revoltat "" --  ",Furie
1535,", spaima",Frica
1536,om cu toane ? ? am inteles sunt o ciufuta,Furie
1537,Ucraina ne dă reci : alertă după incendiul de la Cernobâl . Cât a crescut nivelul radiațiilor -,Frica
1538,Condoleanțe familiilor îndurerate și rugăciune pentru cei care încă se luptă pentru   viață …,Tristete
1539,De- a dreptul oribil .,Frica
1540,"În noaptea de 15 spre 16.11.1940 , au închis granițele ghetoului din Varșovia .   La 80 de ani de la acest eveniment ,   sub egida Muzeului Ghetoului sunt organizate   la   Varșovia   serbări sub sloganul „ A fost un zid ” , care comemorează soarta a mii de evrei din Varșovia .",Neutru
1541,"   Din nefericire cine să -i acuze și la cine să se adreseze ? ? In România nu există nici o instituție de stat legală , toate sunt supuse Corporației ! Așa că acești criminali au toate șansele să rămână nepedepsiți l",Tristete
1542,și Bebe ediția Primăvară 2020 vă așteaptă cu super Reduceri si Cadouri – eveniment 100% online -,Neutru
1543,"Veste proastă ! Sper ca SUA și sa nu aiba un nou Nero ! Oare de ce tocmai acum schimbă bufonul P.S.cuvintele arată caracterul :    sa spui despre unul din cei mai apropiati "" has been terminated"" ... bine o sa -mi spuna unii ca e revocat ... cu mersi",Furie
1544,VIDEO -   Agresivitate : Tată şi fiu care au agresat un poliţist şi au înjurat copii …,Furie
1545,"  Bea un vin , ca să nu spună peștele că l- a mâncat un câine . © Tata , care era pescar înrăit . 😁",Neutru
1546,"Din toamnă , Bisericile de lemn din Maramureş vor putea fi vizitate virtual . O încântare accesibilă oricui .",Bucurie
1547,Ar trebui sa ne luăm drujna de mână și să ne aruncăm în Nistru la cat de imbecili și nevertebrali suntem- afirma cu durere duhovnicul meu . Zic : pot sa sar eu prima ? M- a privit cu o milă caldă venită din dragoste ...,Tristete
1548,"Cum să judeci oamenii după orientarea sexulă , după cum arată sau după muzica pe care o ascultă ? Ai 10 ani ? up .",Furie
1549,"Te duci si lasi milioane la MegaImage si vii stresat de casiere colerice , lipsite de orice ambilitate si calitati de comunicare . Lasand la o parte respectul !   Te alegi si cu dojeni ..   Pastreaza restul dna ! Poate iti iei o pastila de amabilitate macar . MegaImage ..",Furie
1550,Ca ortodox mă simt ofensat de imaginile cu în desfrâu cu icoane și rugăciuni și cer ca acestea să fie eliminate din spațiul public .,Furie
1551,"Rock 2021 , Mixaj Nou 2021 , Rock Alternativ Mixat 2021 [ Mixed ...   via",Neutru
1552,Fotbal : Ibrahimovic riscă o suspendare de trei ani din partea FIFA,Neutru
1553,"VIDEO   ; FOTO . Furie și neputință în Sectorul 6 : pe ultima sută de metri , excavatoarele Primăriei lui Mutu sparg alei impecabile , schimbă borduri și distrug grădinile din jurul blocurilor   via",Furie
1554,"Știți cine a închis Oborul ? Chiar halelor , care v- a jefuit timp de 8 ani pentru o amărâtă de tarabă !   via   CE NU STIE BIETUL TARAN ?",Tristete
1555,"  Nu va cunosc , vreau doar sa va urez : răbdare și înțelepciune . Sa aveți o familie sănătoasă și voioasa .",Bucurie
1556,"Alarmant ! Numărul cazurilor de intoxicaţii cu ciuperci , în creştere . Timp de o săptămână , 11 ... -",Frica
1557,"Egoismul nostru include un fel de domeniu : este al meu , și acesta și acesta . ”   Orice este al meu , îl iubesc , îl atrag și îl prețuiesc .   Nu prețuiesc nimic care să depășească sfera egoismului meu . Dimpotriva , poate că nu am nevoie și nu vreau să o văd lângă mine . Kabbala",Bucurie
1558,"Suma incredibilă pe care a pierdut -o marţi , după ce acţiunile Tesla s- au prăbușit -  ",Neutru
1559,"13:10 Chiţac : Sunt extrem de mâhnit ! : PNL Vergil Chițac , reacţie după ce a fost …",Tristete
1560,CNA trage de urechi televiziunile după relatările alarmiste despre coronavirus şi lansează un de urmat în perioada stării de urgenţă ...,Frica
1561,Mă amețești . Mă notifică FB că ai postat ceva . Verific . Print screen de pe Twitter . Acu ’ asta aici . Mă duc să -mi fac niște gogoși de nervi .,Furie
1562,"Starlink , internetul care vine din cer    Iar acum , Starlink , serviciul prin care și SpaceX vor să ofere internet întregii planete până în 2021 , poate fi apogeul acestei ascensiuni .",Neutru
1563,"Bai , astia din Comisia Europeana , voi nu l'ati ascultat pe lumina fintatelor de pe , bag seama ! Ia vedeti'va voi de treburile voastre , pe planeta la noi e bine , a zis Hai , sictir !",Furie
1564,"Marturia ravasitoare a unui roman internat cu COVID-19 : "" Stiti ce- i mai groaznic ? Sa vezi cum e luat pe sus colegul de camera in plina noapte , dus la Reanimare si nu mai apare """,Frica
1565,Imaginile care -ți dau fiori ! A fost transmis mesaj de avertizare prin RoAlert VIDEO + FOTO,Frica
1566,"La noapte , primul eveniment astronomic remarcabil al anului 2021 , vizibil cu ochiul liber ⋆ Adpres Media |  ",Neutru
1567,Crăciun de coșmar pentru zeci de de pe strada Dragalina și Mamaia ! Mai multe case au fost inundate,Frica
1568,Tot mai mulți se confruntă cu anxietate și depresie din cauza pandemiei de coronavirus   news stiri romania,Frica
1569,"Dupa dezastrul la guvernare , am zis ca mai rau nu se poate . Dar au aparut idiocratii lui Cioros . Plus , ca sa fie tacamul complet , Hoha l- a mai pus si pe ' la guvern in plina pandalie . 🤣 🤣 🤣 SaIgienizamRomaniaCuTefelisti",Furie
1570,cu mare placere Stapina 🤠,Bucurie
1571,"Cred că am mai zis pe aici dar ... urăsc să calc haine . Nu cred că există treabă mai neplăcută pe lume .   Dacă vreodată m- oi îmbogăți , primul lucru pe care îl voi face va fi să angajez pe cineva să o facă în locul meu !",Tristete
1572,Imagini dezolante aufost surprinse sâmbătă dimineaţa în Parcul Independenţa din centrul municipiului Vaslui . Cetăţenii care au ieşit în parc în prima zidupă relaxarea măsurilor desiguranţă socială aulăsat în urma lor omizerie de nedescris . Si farmaciile Tataru nu mai aveau masti !,Tristete
1573,Scandal monstruos într- o comună din Dâmbovița . Medicul de familie a fost depistat pozitiv cu coronavirus și … ...,Furie
1574,"Analiză de impact : Un proiect de lege care poate genera pierderi de 9,3 miliarde euro va fi discutat azi în Guvern",Neutru
1575,Cele mai frumoase cântece ale Bucovinei |    via,Bucurie
1576,Meniul zilei la Restaurant Bella Italia   Vă așteptăm cu drag ! la Bella Italia Romania,Neutru
1577,not sorry e mai amuzant sa fac tweeturi decat sa iti spun un lucru direct sau ceva idk 😋 😋,Bucurie
1578,Daca n- am apa calda ce zic acum ? sau ? 🤔,Furie
1579,isi ascunde varsta . Pozele sexy cu care si- a delectat,Bucurie
1580,"cu bucurie , veniţi cu veselie înaintea Lui ! Psalmul 100:2 VDC  ",Bucurie
1581,"PS4 . Torente , tu n- ai nici virsta , sa fi facut ARMATA , General si de Brigada , nu merge , ori e si sapa la Santier , ori e General simpu , sau de DIVIZIE , netrebnicule , HAI SICTIR .",Furie
1582,"Cu mâhnire în suflet , dar cu inima curată , vă informez că astăzi mă despart de PNL . nu mă ( mai ) vor , deși s- au strâns peste 4.000 de semnături în numele meu pentru candidatura la primărie , iar dragoste cu de- a sila nu se poate .  ",Tristete
1583,"Nasol !   Cel puţin 38 de au murit miercuri în urma unei avalanşe în care au fost prinşi mai mulţi agenţi de intervenţie care participau la o misiune de salvare , demarată după ce o primă avalanşă a făcut cinci cu o zi înainte",Tristete
1584,"Imagini de coşmar la Ciuperceni , după ce un BMW s- a făcut praf într- un cap de pod . Trei au rămas orfani   stiri romania Observator",Frica
1585,"  Numai prin revoltă populară ... și boicotarea alegerilor , care or mai fi ... ! ! Politic nu văd în stare pe nimeni .. ! ! Românii pot dovedi ceva decât să stea pasivi și să lase un ticălos de nemțălău să -și bată joc de ei .. ! !",Furie
1586,Nu suport cei care vin și ma ataca aiurea când eu îmi văd de treaba mea . Nici nu deschideam discuția asta dacă nu eram atacată ptr istoria care o apar și care ne- a fost furată . Când m- am aparat ce ai făcut ? Tu te- ai supărat pe,Furie
1587,"Eroii din prima linie , între frică și datorie : Trebuie să fim   puternici  ",Frica
1588,"  Dacă un prostovan se filmează când circulă cu vit de 200km/h , sau omorând un caine , poliția se autosesiz imediat . Că fetița asta e chinuită până la a i se smulge scalpul , nu cred să pese autorităț . a rămas cheală pt t",Tristete
1589,"Prin vene simt curgând venin ,   Reflexia ta , îmi devine etern chin ... Pulsul îl simt cum mi se stinge ... Și moartea cum pe inimă mă atinge .....",Tristete
1590,"  Daca eram eu subiectul discutiei , as fi acceptat pentru amuzament . Altfel , apreciez ca ai intrebat inainte :)",Bucurie
1591,"  La mine nostalgie , melancolie , tristețe , îngrijorare ... Habar nu am , dar vreau sa vad deznodământul .",Tristete
1592,"   De ce ? Este distractiv ce faci tu . Poti posta cand vrei , ce vrei , nu inseamna sa stai aici dependenta , sa te simti prizoniera a twitter -ului . Dar daca asta te face sa te simti bine , este ok ♥ ️",Bucurie
1593,"  Mai degrabă e de luat in seamă gr de expunere , că poți să ai si , exp repetată intr- un anumit interv de timp , nu te ferește de infectare . Dar expunerea cu măsură poate contribui la dobândirea imunității , pe care o",Frica
1594,Doliu în Constanța . Medicul Mihaela Irina Bitoleanu a murit într- un groaznic accident auto pe A2 ...,Frica
1595,Sticla goală e o priveliște dezolantă și demotivantă .,Tristete
1596,"De fiecare data cand aud reclama aia cu “ și șuș cu chitara -n dreapta și șuș cu chitara -n stanga ... ” imi imaginez cu bietul , la final , fuge ca sa nu incaseze cateva castane , ca -i tremura vocea la ultimele doua cuvinte .",Frica
1597,"  Eu cred că nu te plimbi suficient în țara ta , încearcă să fii puțin mai atentă la detalii , ai sa observi la tot pasul grămăjoare de mâncare pentru animale , lăsate de .",Bucurie
1598,"🤔 Atac masiv în toată mass-media , audio-vizuală , scrisă și online al tuturor hienelor frustrate și limitate intelectual și profesional al abjecților din guvernul Orban ; NU am spus PNL-ist pentru că GREI ai PNL -ului sunt efectiv marginalizați. ⚠ ️Hiena–un animall TRANSEXUAL",Furie
1599,„ Sunt mâhnit pentru că unii nu știu ce înseamnă solidaritatea și au încercat să profite electoral de această   pandemie ”,Tristete
1600,"Se pare că și vaccinul de la Johson ; creează probleme asemănătoare cu cele de la AstraZeneca pentru categoria de vârstă 18-60 de ani , . :(",Neutru
1601,"Orban : Se termină pandemia , . Fierbe ( Iohannis ) de nervi că -i luăm jucăria preferată … Cică să testăm la dublu , la triplu , să fie mai mulţi   covizi .",Furie
1602,TRAGEDIE ! Un de 22 de ani a murit în brațele tatălui după un accident cumplit ! --,Tristete
1603,"Spitalul din , unitate suport pentru COVID 19   brasov eveniment",Neutru
1604,Nu stiu altii cum sunt dar eu m- am delectat cu Brueghel cel Batran la stanga si cu Brueghel cel Batran la dreapta .,Bucurie
1605,"Așteptat de ” ” , Teodorovici l- a făcut praf pe ” protestatar ” – explozie de furie !",Furie
1606,"Lăsați cu sicriul în drum – Trupul neînsuflețit al unui din Agnita , reținut de teamă că a murit de coronavirus",Frica
1607,"teribile din infern ! E tragedie totală în Italia . Mii de familii , afectate  ",Tristete
1608,"CTP : „ .. Diana Șoșoacă : Asemenea combinație de vulgaritate , agresivitate și prostie . ”   Nu -i așa ! Cumătra lu ' Șoșoacă e una dintre cele mai reușite între secătura obraznică și neamu ' prost .",Furie
1609,Naţionala de fotbal în sală s- a reunit la Timişoara pentru ultimele două jocuri din preliminariile EURO,Neutru
1610,"  Twitter este “ pușcăria Facebook ” pentru ăștia iuți la mânie . Acolo au luat deja 24 ore , 3 zile , 7 zile și apoi porții de 30 de zile de suspendare . Ei practic se întorc pe Facebook dar nu rezistă fără să înjure mai mult de",Furie
1611,"   Fata de Paris , Londra , Bruxelles sau New York ? Mult mai ieftin si mult mai sigur .",Neutru
1612,Mulțumesc asemenea . O zi plăcută   plină de speranță   🙋 ‍ ♀ ️ 💥 🌈 🌍 ❤ 🇷 🇴 😘 😘,Bucurie
1613,Au fost “ vai de capul lor ” toata perioada de carantina . Numai minciuni in presa . Le tremura scaunele pe care stau in .,Frica
1614,"   e , e foarte trist",Tristete
1615,Ai cazut in butoiul cu melancolie ?,Tristete
1616,11 APRILIE – NĂSCUŢI PENTRU MUZICĂ   via   muzical,Neutru
1617,"EXCLUSIV – SPAIMA DE COVID-19 : O mămică ținută cu copilașul în brațe 4 ore în fața spitalului Sighet . Fetița în vârstă de un an și 9 luni avea 39,9 febră   via   Mare 24",Frica
1618,", euforic după o nouă evoluţie stelară la Slavia . "" Chiar nu conta cine oferea pasa decisivă """,Bucurie
1619,"•căști   •pături   •mâncare multă   •haine comode •cafea •guma , bomboane mentolate   •rucsac •perne •filme descărcate pe telefon sau laptop   •cărți de citit sau de joc",Neutru
1620,"   Cred că mulți au luat exemple de hoție , trădare și alte asemene acte - de la noi , românii . Am ajuns pe ultimul loc la o grămadă de lucruri bune , dar la rele- din nefericire- suntem pe primul loc . Mafia italiană cred c a luat exemple de",Tristete
1621,"     Eu acum le- am dezactivat . Era util sistemul , până anul ăsta când și- au bătut joc de ca să bage oamenii simpli în sperieți . Bunică -mea data trecută tremura",Frica
1622,"Atat de furioasa sunt cand stiu ca ord de prelungire a st de urg a lui Wuhannis va fi votata de parlamentarii   mate fripte , carora putin le pasa ce se va mai alege de Ro si de oameni dupa ridic restrictiilor , ca simt o nevoie nestapanita sa injur cat mai porcos , cum n- am mai facut -o",Furie
1623,"Rusia : Doctoriţa care l- a sfidat pe Putin şi a dat alarma despre coronavirus , arestată şi amendată . „ Am leşinat şi m- am trezit în închisoare “ | Ultima oră",Frica
1624,"al ONU , '' profund ingrijorat '' dupa recurgerea la forta in Belarus impotriva manifestantilor pasnici",Frica
1625,Momentul lansării cu succes a misiunii SpaceX - NASA,Neutru
1626,Inca 28 de ore de cand nu am mai mancat .,Neutru
1627,"Ce înseamnă deficitul de 8,6% în 2020 ? Câciu , ÎNGRIJORARE . Scenariu crunt despre ce urmează - DCNews",Frica
1628,Transmite . În aplicația Digi Online .,Neutru
